Date,Open,High,Low,Close,Volume
16-Apr-13,1.66,1.66,1.59,1.61,14554
15-Apr-13,1.59,1.68,1.58,1.59,65223
12-Apr-13,1.65,1.66,1.58,1.65,40935
11-Apr-13,1.65,1.67,1.61,1.67,47130
10-Apr-13,1.61,1.71,1.60,1.68,78573
9-Apr-13,1.59,1.71,1.59,1.66,49263
8-Apr-13,1.59,1.62,1.56,1.60,31234
5-Apr-13,1.60,1.62,1.58,1.58,35817
4-Apr-13,1.60,1.64,1.60,1.62,11790
3-Apr-13,1.65,1.71,1.58,1.60,64387
2-Apr-13,1.70,1.70,1.58,1.60,75168
1-Apr-13,1.70,1.76,1.70,1.70,45406
28-Mar-13,1.82,1.82,1.68,1.70,71488
27-Mar-13,1.69,1.95,1.69,1.83,312815
26-Mar-13,1.58,1.68,1.56,1.68,50899
25-Mar-13,1.65,1.68,1.54,1.55,80440
22-Mar-13,1.69,1.71,1.65,1.67,44165
21-Mar-13,1.70,1.73,1.67,1.69,41673
20-Mar-13,1.67,1.70,1.64,1.70,13908
19-Mar-13,1.66,1.68,1.65,1.66,3518
18-Mar-13,1.65,1.68,1.65,1.65,6137
15-Mar-13,1.67,1.68,1.62,1.68,35142
14-Mar-13,1.62,1.67,1.59,1.67,12358
13-Mar-13,1.60,1.63,1.57,1.62,12398
12-Mar-13,1.59,1.62,1.58,1.59,33989
11-Mar-13,1.55,1.58,1.54,1.58,62065
8-Mar-13,1.63,1.63,1.55,1.55,68675
7-Mar-13,1.64,1.64,1.58,1.61,111071
6-Mar-13,1.65,1.66,1.61,1.62,26032
5-Mar-13,1.65,1.67,1.60,1.67,111387
4-Mar-13,1.65,1.66,1.60,1.64,24525
1-Mar-13,1.71,1.71,1.62,1.67,71556
28-Feb-13,1.77,1.79,1.65,1.70,37140
27-Feb-13,1.65,1.69,1.65,1.68,36066
26-Feb-13,1.72,1.78,1.62,1.66,65240
25-Feb-13,1.65,1.71,1.59,1.64,84593
22-Feb-13,1.72,1.78,1.66,1.69,75910
21-Feb-13,1.74,1.78,1.64,1.70,108989
20-Feb-13,1.72,1.84,1.72,1.72,104511
19-Feb-13,1.71,1.78,1.70,1.77,82575
15-Feb-13,1.60,1.74,1.60,1.66,85169
14-Feb-13,1.58,1.65,1.56,1.64,39641
13-Feb-13,1.58,1.62,1.55,1.59,59317
12-Feb-13,1.62,1.68,1.56,1.59,120021
11-Feb-13,1.56,1.68,1.55,1.61,133289
8-Feb-13,1.57,1.62,1.55,1.56,104052
7-Feb-13,1.59,1.62,1.57,1.59,106967
6-Feb-13,1.59,1.66,1.53,1.60,114063
5-Feb-13,1.56,1.69,1.56,1.62,33078
4-Feb-13,1.65,1.65,1.55,1.57,181862
1-Feb-13,1.69,1.73,1.62,1.64,52507
31-Jan-13,1.67,1.68,1.64,1.65,56597
30-Jan-13,1.80,1.80,1.65,1.67,95831
29-Jan-13,1.85,1.85,1.77,1.79,28425
28-Jan-13,1.88,1.90,1.85,1.86,110183
